name,category,price,quantity
MasterCraft Multi-Purpose Epoxy (ml),Paint & Adhesives,10.95,4
IronWorks Quick-Fit Hammer,Tools,78.75,27
BrightBuild Premium Door Handle,Hardware,40.99,84
Voltix Galvanized Tap Washer,Plumbing,92.27,75
ProFix Premium Tap Washer,Plumbing,53.71,70
SureGrip Galvanized Lockset,Hardware,48.2,80
MasterCraft Quick-Fit Screw,Fasteners,11.37,59
ProFix Industrial Ear Protection 1/2inch,Safety,36.17,198
SecureHold Heavy-Duty Switch 32mm,Electrical,39.39,50
IronWorks Multi-Purpose Tape Measure,Tools,94.08,47
AquaFlow Compact Chisel,Tools,35.6,22
HardPro Eco Safety Glasses,Safety,56.54,180
HardPro Galvanized Exterior Paint (L),Paint & Adhesives,46.66,3
SecureHold Galvanized Cabinet Knob,Hardware,28.44,54
SureGrip Industrial Sandpaper Pack,Consumables,10.43,129
Voltix Galvanized Circular Saw 300mm,Power Tools,89.58,11
SureGrip Precision Jigsaw,Power Tools,106.05,15
MasterCraft Galvanized Ball Valve 20mm,Plumbing,3.72,8
SureGrip Quick-Fit Hose Connector 1/4inch,Plumbing,77.37,44
HardPro Stainless Socket Outlet 10mm,Electrical,39.28,87
AquaFlow Heavy-Duty Wood Glue (ml),Paint & Adhesives,29.74,22
HardPro Premium Ball Valve,Plumbing,14.79,6
SureGrip Premium Garden Fork,Garden,103.76,45
ProFix Stainless Hinge,Hardware,16.77,67
ToolMight Quick-Fit Silicone Sealant (ml),Paint & Adhesives,39.93,50
ToolMight Galvanized Screw,Fasteners,5.53,62
ProFix Multi-Purpose Zip Ties Pack 32mm,Consumables,19.45,492
ProFix Industrial Tape Measure 10mm,Tools,64.84,17
IronWorks Compact Switch,Electrical,100.48,74
AquaFlow Eco Bolt 300mm,Fasteners,1.22,96
BrightBuild Industrial Hinge,Hardware,71.12,19
ProFix Heavy-Duty Washer,Fasteners,2.05,118
Voltix Heavy-Duty Hose Reel 32mm,Garden,23.64,45
MasterCraft Compact Sandpaper Pack 32mm,Consumables,12.23,351
ToolMight Eco Sprayer 1/4inch,Garden,61.7,41
ToolMight Premium Zip Ties Pack,Consumables,7.47,251
AquaFlow Eco Safety Glasses,Safety,72.27,46
MasterCraft Galvanized Safety Glasses 1/4inch,Safety,20.76,183
ProFix Eco Wood Glue (ml),Paint & Adhesives,16.09,5
ProFix Quick-Fit Cable Clips Pack 10mm,Consumables,5.64,462
IronWorks Heavy-Duty Door Handle,Hardware,19.7,12
Voltix Galvanized Cable Clips Pack 32mm,Consumables,1.61,242
SecureHold Precision Cabinet Knob,Hardware,10.35,5
ProFix Multi-Purpose Pipe (m),Plumbing,16.77,77
Voltix Heavy-Duty LED Bulb 32mm,Electrical,6.21,49
SecureHold Multi-Purpose Hammer 25mm,Tools,105.66,17
SureGrip Compact Socket Outlet,Electrical,45.72,22
AquaFlow Industrial Socket Outlet,Electrical,80.23,17
MasterCraft Eco Hose Connector,Plumbing,61.26,69
AquaFlow Heavy-Duty Tape Measure 300mm,Tools,40.37,50
BrightBuild Galvanized Pipe (m),Plumbing,12.84,8
SecureHold Stainless Cable Clips Pack,Consumables,18.89,413
IronWorks Stainless Zip Ties Pack 300mm,Consumables,19.85,108
BrightBuild Precision Nails Pack,Consumables,23.82,448
AquaFlow Multi-Purpose Sprayer 12mm,Garden,22.96,40
HardPro Premium Jigsaw,Power Tools,84.88,13
HardPro Heavy-Duty Anchor 12mm,Fasteners,8.1,193
BrightBuild Premium Garden Fork,Garden,34.87,47
SecureHold Heavy-Duty Chisel,Tools,7.48,44
MasterCraft Eco Nut,Fasteners,0.83,188
ProFix Eco Bolt,Fasteners,10.88,115
SecureHold Stainless Cable Clips Pack,Consumables,2.71,68
Voltix Heavy-Duty Hose Connector 16mm,Plumbing,11.44,80
Voltix Compact Lockset,Hardware,5.88,15
AquaFlow Eco Handsaw 1/2inch,Tools,87.57,60
IronWorks Multi-Purpose Dust Mask,Safety,46.97,20
SureGrip Multi-Purpose Pruning Shears 300mm,Garden,10.94,22
MasterCraft Quick-Fit Socket Outlet,Electrical,74.98,82
SecureHold Heavy-Duty Epoxy (ml),Paint & Adhesives,16.77,44
AquaFlow Quick-Fit Drill,Power Tools,293.09,2
MasterCraft Heavy-Duty Cabinet Knob 12mm,Hardware,3.43,45
BrightBuild Eco Sprayer,Garden,49.21,26
SecureHold Industrial Angle Grinder,Power Tools,393.02,16
ToolMight Industrial Circuit Breaker,Electrical,14.03,44
SureGrip Quick-Fit Cabinet Knob,Hardware,9.53,54
HardPro Multi-Purpose Cable Clips Pack 32mm,Consumables,5.28,346
MasterCraft Galvanized Lockset 250mm,Hardware,74.15,19
ProFix Premium Pipe (m),Plumbing,104.36,80
AquaFlow Eco Lockset 12mm,Hardware,24.0,18
BrightBuild Precision Nails Pack 16mm,Consumables,19.45,262
MasterCraft Stainless Hose Connector,Plumbing,34.14,60
BrightBuild Heavy-Duty Jigsaw,Power Tools,339.75,4
IronWorks Stainless Anchor,Fasteners,2.27,161
SureGrip Precision Wood Glue (ml),Paint & Adhesives,28.16,57
SureGrip Galvanized Washer,Fasteners,13.17,71
SecureHold Industrial Bolt,Fasteners,15.05,119
ToolMight Industrial Adjustable Wrench 20mm,Tools,85.26,18
HardPro Compact Epoxy (ml),Paint & Adhesives,3.87,21
IronWorks Industrial Hose Reel,Garden,56.17,17
HardPro Precision Hinge,Hardware,31.88,6
AquaFlow Multi-Purpose Cable Clips Pack,Consumables,22.84,473
HardPro Industrial Dust Mask,Safety,32.15,160
SecureHold Eco Jigsaw,Power Tools,147.51,2
Voltix Premium Silicone Sealant (ml),Paint & Adhesives,26.65,8
BrightBuild Precision Work Gloves 10mm,Safety,34.06,114
ProFix Stainless LED Bulb,Electrical,10.71,18
BrightBuild Quick-Fit Circular Saw,Power Tools,78.84,14
MasterCraft Stainless Jigsaw,Power Tools,312.7,19
MasterCraft Compact Socket Outlet,Electrical,38.08,104
ToolMight Eco Pipe (m),Plumbing,77.28,37
BrightBuild Precision Cable Clips Pack 250mm,Consumables,11.62,490
AquaFlow Quick-Fit Tap Washer 10mm,Plumbing,32.88,6
HardPro Premium Sprayer,Garden,5.14,28
HardPro Precision Switch 32mm,Electrical,85.7,45
SecureHold Quick-Fit Epoxy (ml),Paint & Adhesives,52.18,11
Voltix Compact Circuit Breaker,Electrical,3.08,31
IronWorks Multi-Purpose Screw 16mm,Fasteners,7.25,119
IronWorks Industrial Adjustable Wrench,Tools,57.11,43
SureGrip Industrial Ear Protection,Safety,49.4,153
SecureHold Premium Circuit Breaker 25mm,Electrical,50.15,42
ProFix Precision Dust Mask,Safety,26.43,172
MasterCraft Stainless Exterior Paint (L),Paint & Adhesives,37.1,42
MasterCraft Stainless Impact Driver 12mm,Power Tools,171.06,13
ToolMight Heavy-Duty Ball Valve,Plumbing,82.47,38
IronWorks Galvanized Silicone Sealant (ml),Paint & Adhesives,69.5,25
ToolMight Industrial Garden Fork,Garden,114.29,41
SecureHold Precision Pruning Shears,Garden,75.25,7
MasterCraft Compact Sprayer,Garden,33.92,22
ToolMight Galvanized Pipe (m),Plumbing,80.25,8
SecureHold Precision Socket Outlet,Electrical,14.87,46
BrightBuild Quick-Fit Teflon Tape,Plumbing,65.68,11
AquaFlow Quick-Fit Cable Clips Pack,Consumables,21.25,428
MasterCraft Eco Angle Grinder,Power Tools,98.12,5
ToolMight Premium Zip Ties Pack,Consumables,22.39,86
ToolMight Eco Silicone Sealant (ml),Paint & Adhesives,45.65,27
ToolMight Compact Socket Outlet,Electrical,29.33,17
ToolMight Stainless Ball Valve,Plumbing,88.24,5
MasterCraft Eco Ball Valve 12mm,Plumbing,86.19,5
ToolMight Heavy-Duty Anchor,Fasteners,3.73,136
AquaFlow Quick-Fit Door Handle,Hardware,21.14,20
ToolMight Heavy-Duty Dust Mask,Safety,24.23,17
IronWorks Stainless Interior Paint (L),Paint & Adhesives,68.25,58
SureGrip Eco Door Handle 25mm,Hardware,57.01,59
IronWorks Quick-Fit Zip Ties Pack 10mm,Consumables,20.19,242
IronWorks Compact Chisel,Tools,38.46,17
AquaFlow Heavy-Duty Sprayer,Garden,19.95,8
BrightBuild Galvanized Switch,Electrical,64.11,37
SureGrip Multi-Purpose Pliers,Tools,130.2,59
MasterCraft Industrial Exterior Paint (L),Paint & Adhesives,56.93,70
ProFix Galvanized Ear Protection,Safety,12.99,159
ToolMight Industrial Safety Glasses 10mm,Safety,16.94,32
SecureHold Heavy-Duty Utility Knife 25mm,Tools,78.68,53
Voltix Eco Tap Washer,Plumbing,103.53,61
MasterCraft Premium Screw,Fasteners,0.92,91
AquaFlow Stainless Safety Glasses 25mm,Safety,40.35,44
IronWorks Premium Handsaw 20mm,Tools,123.97,6
SureGrip Stainless Jigsaw 300mm,Power Tools,374.67,6
HardPro Eco Socket Outlet,Electrical,9.67,79
ProFix Compact Wood Glue (ml),Paint & Adhesives,43.46,40
SureGrip Galvanized Door Handle,Hardware,49.77,58
BrightBuild Premium Pipe (m),Plumbing,33.57,50
ToolMight Quick-Fit Nails Pack,Consumables,13.83,282
Voltix Quick-Fit Exterior Paint (L),Paint & Adhesives,48.73,29
HardPro Compact Teflon Tape,Plumbing,91.4,58
IronWorks Quick-Fit Hammer,Tools,52.88,43
AquaFlow Industrial Dust Mask,Safety,39.06,23
ProFix Multi-Purpose Circular Saw,Power Tools,97.19,21
ToolMight Multi-Purpose Anchor,Fasteners,4.71,118
Voltix Eco Ear Protection,Safety,3.65,133
HardPro Heavy-Duty Switch,Electrical,23.41,69
ProFix Multi-Purpose Door Handle,Hardware,62.65,74
BrightBuild Quick-Fit Epoxy (ml),Paint & Adhesives,29.33,59
HardPro Heavy-Duty Screwdriver Set,Tools,24.43,52
SureGrip Precision Hose Connector,Plumbing,6.79,9
IronWorks Compact Anchor,Fasteners,3.73,188
HardPro Stainless Angle Grinder 20mm,Power Tools,451.54,15
BrightBuild Galvanized Garden Fork,Garden,84.46,38
IronWorks Quick-Fit Pruning Shears,Garden,29.14,24
ToolMight Precision Garden Fork 300mm,Garden,113.34,14
SecureHold Quick-Fit Switch 250mm,Electrical,55.96,111
Voltix Multi-Purpose Exterior Paint (L),Paint & Adhesives,41.45,34
SecureHold Precision Silicone Sealant (ml),Paint & Adhesives,14.37,16
BrightBuild Stainless Pliers,Tools,75.76,26
SecureHold Eco Pruning Shears 25mm,Garden,8.84,56
SecureHold Multi-Purpose Cabinet Knob 10mm,Hardware,23.37,35
Voltix Industrial Washer,Fasteners,7.59,108
Voltix Heavy-Duty Pipe (m),Plumbing,35.81,51
HardPro Eco Sprayer,Garden,125.13,5
MasterCraft Industrial Interior Paint (L),Paint & Adhesives,46.27,37
SecureHold Galvanized Handsaw,Tools,45.1,10
AquaFlow Quick-Fit Adjustable Wrench,Tools,136.44,48
HardPro Premium Chisel,Tools,134.5,46
IronWorks Compact Sprayer 32mm,Garden,75.1,48
ToolMight Galvanized Door Handle,Hardware,72.87,29
SureGrip Industrial Angle Grinder 250mm,Power Tools,461.03,2
IronWorks Precision Hinge,Hardware,89.32,58
SureGrip Industrial Lockset,Hardware,22.71,45
ToolMight Multi-Purpose Handsaw,Tools,91.27,34
BrightBuild Compact Epoxy (ml),Paint & Adhesives,31.37,49
SureGrip Stainless Circular Saw,Power Tools,186.88,25
AquaFlow Multi-Purpose Pruning Shears,Garden,88.87,6
ToolMight Galvanized Cable Clips Pack,Consumables,3.12,405
SureGrip Stainless Anchor 1/4inch,Fasteners,0.91,110
BrightBuild Precision Safety Glasses,Safety,37.99,73
BrightBuild Heavy-Duty Tape Measure,Tools,27.26,12
HardPro Heavy-Duty Circuit Breaker 1/2inch,Electrical,51.55,115
AquaFlow Premium Anchor,Fasteners,6.21,133
ProFix Eco Nut 12mm,Fasteners,4.53,164
IronWorks Stainless Sandpaper Pack,Consumables,0.84,94
Voltix Quick-Fit Drill 250mm,Power Tools,153.67,18
SecureHold Multi-Purpose Cable Clips Pack 1/2inch,Consumables,6.4,414
Voltix Multi-Purpose Tape Measure,Tools,43.38,11
SecureHold Precision Screw 1/4inch,Fasteners,10.0,112
AquaFlow Eco Chisel,Tools,22.44,15
MasterCraft Stainless Circular Saw 10mm,Power Tools,422.66,22
HardPro Stainless Hose Reel,Garden,49.75,15
BrightBuild Heavy-Duty Garden Fork,Garden,23.81,57
ToolMight Compact Wood Glue (ml),Paint & Adhesives,49.94,54
BrightBuild Multi-Purpose Door Handle 1/4inch,Hardware,66.14,10
HardPro Galvanized Screw,Fasteners,8.1,121
HardPro Premium Pruning Shears 1/4inch,Garden,103.73,56
MasterCraft Galvanized Work Gloves,Safety,35.12,104
MasterCraft Stainless Door Handle,Hardware,87.18,69
SureGrip Precision Interior Paint (L),Paint & Adhesives,59.89,60
MasterCraft Galvanized Safety Glasses,Safety,43.33,39
AquaFlow Industrial Dust Mask,Safety,5.58,82
SecureHold Industrial Handsaw,Tools,14.05,39
HardPro Multi-Purpose Ear Protection 1/4inch,Safety,67.26,25
Voltix Galvanized Screw 32mm,Fasteners,4.09,178
Voltix Multi-Purpose Teflon Tape,Plumbing,94.44,15
Voltix Galvanized Sprayer 32mm,Garden,20.14,3
SureGrip Quick-Fit Epoxy (ml),Paint & Adhesives,14.09,50
BrightBuild Heavy-Duty Angle Grinder,Power Tools,208.6,11
IronWorks Heavy-Duty Garden Fork,Garden,97.08,13
SecureHold Compact Circuit Breaker,Electrical,42.58,25
SureGrip Eco Safety Glasses 32mm,Safety,33.31,193
AquaFlow Eco Dust Mask 25mm,Safety,56.78,140
IronWorks Multi-Purpose Circular Saw,Power Tools,150.67,16
SecureHold Industrial Circuit Breaker 20mm,Electrical,11.97,102
HardPro Industrial Chisel,Tools,11.32,30
ProFix Stainless Circular Saw 25mm,Power Tools,136.97,12
ProFix Quick-Fit Pipe (m),Plumbing,63.36,11
MasterCraft Stainless Door Handle 20mm,Hardware,57.22,47
BrightBuild Eco Socket Outlet,Electrical,8.26,46
Voltix Industrial Garden Fork 1/4inch,Garden,51.99,56
ProFix Heavy-Duty Socket Outlet 12mm,Electrical,59.76,60
MasterCraft Precision Hinge,Hardware,39.37,66
HardPro Precision Washer,Fasteners,12.32,124
ProFix Eco Handsaw 10mm,Tools,94.5,24
SecureHold Premium Socket Outlet,Electrical,21.67,89
BrightBuild Compact Safety Glasses,Safety,10.97,132
ToolMight Heavy-Duty Adjustable Wrench,Tools,143.37,6
ToolMight Heavy-Duty Screwdriver Set 32mm,Tools,101.55,36
MasterCraft Premium Hose Connector,Plumbing,55.94,17
ToolMight Galvanized Nut 12mm,Fasteners,8.54,52
Voltix Heavy-Duty Handsaw,Tools,35.5,20
BrightBuild Industrial Impact Driver 16mm,Power Tools,311.16,14
SecureHold Quick-Fit Door Handle,Hardware,21.51,45
ToolMight Compact Drill,Power Tools,263.23,6
ToolMight Quick-Fit Pruning Shears,Garden,38.56,47
SureGrip Compact Work Gloves,Safety,16.8,89
SecureHold Compact Door Handle 32mm,Hardware,10.29,65
ProFix Compact Screw,Fasteners,5.85,186
IronWorks Galvanized LED Bulb,Electrical,13.21,21
SecureHold Multi-Purpose Tap Washer,Plumbing,99.78,46
ProFix Galvanized Ear Protection,Safety,10.68,133
ProFix Multi-Purpose Exterior Paint (L),Paint & Adhesives,17.22,42
HardPro Galvanized Lockset,Hardware,49.42,24
ProFix Eco Extension Lead,Electrical,79.76,76
MasterCraft Precision Cabinet Knob,Hardware,30.81,77
AquaFlow Premium Screw,Fasteners,11.46,200
IronWorks Eco Extension Lead,Electrical,43.41,19
ProFix Heavy-Duty Cabinet Knob,Hardware,9.15,43
Voltix Galvanized Teflon Tape,Plumbing,18.09,28
BrightBuild Multi-Purpose Zip Ties Pack,Consumables,14.11,267
SureGrip Precision Lockset 12mm,Hardware,69.09,8
HardPro Precision Handsaw 20mm,Tools,55.91,14
AquaFlow Multi-Purpose Circuit Breaker 12mm,Electrical,48.93,100
Voltix Heavy-Duty Jigsaw 300mm,Power Tools,401.85,2
HardPro Multi-Purpose Bolt 300mm,Fasteners,16.28,155
BrightBuild Multi-Purpose Safety Glasses,Safety,12.61,17
IronWorks Eco Nails Pack,Consumables,11.51,105
MasterCraft Quick-Fit Washer 16mm,Fasteners,2.19,92
SecureHold Heavy-Duty Dust Mask 250mm,Safety,28.48,127
ProFix Heavy-Duty Circuit Breaker,Electrical,59.89,87
IronWorks Stainless Garden Fork 16mm,Garden,71.37,3
AquaFlow Industrial Zip Ties Pack,Consumables,22.4,410
AquaFlow Precision Dust Mask,Safety,23.16,19
IronWorks Premium Cabinet Knob 1/4inch,Hardware,14.88,11
SecureHold Precision Anchor,Fasteners,1.35,126
AquaFlow Heavy-Duty LED Bulb,Electrical,58.37,78
HardPro Precision Pipe (m),Plumbing,88.7,79
ToolMight Galvanized Wood Glue (ml),Paint & Adhesives,23.18,45
SecureHold Eco Nut,Fasteners,8.67,148
HardPro Multi-Purpose Sprayer,Garden,49.41,49
ProFix Stainless Ear Protection,Safety,6.21,16
Voltix Heavy-Duty Interior Paint (L),Paint & Adhesives,48.1,28
IronWorks Compact Epoxy (ml),Paint & Adhesives,17.19,36
AquaFlow Galvanized Circular Saw 16mm,Power Tools,167.94,7
HardPro Galvanized Interior Paint (L),Paint & Adhesives,28.87,61
IronWorks Galvanized Impact Driver 250mm,Power Tools,171.71,13
SecureHold Premium Pruning Shears,Garden,12.62,15
Voltix Compact Circular Saw,Power Tools,356.08,9
HardPro Stainless Dust Mask 300mm,Safety,40.17,67
ProFix Quick-Fit Cable Clips Pack,Consumables,5.81,292
ProFix Heavy-Duty Exterior Paint (L),Paint & Adhesives,19.42,53
ProFix Eco Circular Saw 1/4inch,Power Tools,339.94,24
MasterCraft Premium Safety Glasses 16mm,Safety,13.26,67
IronWorks Stainless Circuit Breaker,Electrical,53.75,43
SureGrip Precision Ear Protection 300mm,Safety,75.86,101
ProFix Compact Anchor,Fasteners,9.69,63
SecureHold Multi-Purpose Screw,Fasteners,9.09,140
SureGrip Multi-Purpose Hammer,Tools,74.55,24
SureGrip Industrial Hammer,Tools,51.27,15
MasterCraft Compact Silicone Sealant (ml),Paint & Adhesives,47.2,36
AquaFlow Galvanized Chisel,Tools,52.94,58
SecureHold Premium Nails Pack,Consumables,19.56,212
IronWorks Quick-Fit Wood Glue (ml),Paint & Adhesives,46.46,67
HardPro Heavy-Duty Hose Reel 1/4inch,Garden,46.1,53
BrightBuild Industrial Socket Outlet 32mm,Electrical,14.85,73
BrightBuild Eco Angle Grinder,Power Tools,291.52,8
AquaFlow Stainless Work Gloves,Safety,19.46,144
BrightBuild Quick-Fit Zip Ties Pack 300mm,Consumables,6.03,299
BrightBuild Heavy-Duty Anchor,Fasteners,16.35,151
IronWorks Industrial Pruning Shears 10mm,Garden,52.38,27
BrightBuild Premium Pruning Shears,Garden,26.77,32
SecureHold Premium Sprayer,Garden,132.32,32
AquaFlow Compact Jigsaw 10mm,Power Tools,96.6,21
MasterCraft Compact Hose Connector,Plumbing,21.76,47
ProFix Galvanized Tap Washer,Plumbing,76.26,45
SureGrip Stainless Jigsaw,Power Tools,107.67,25
AquaFlow Premium Work Gloves 20mm,Safety,12.75,94
Voltix Heavy-Duty Lockset 250mm,Hardware,54.92,36
AquaFlow Precision Extension Lead,Electrical,79.45,80
SecureHold Industrial Hose Connector,Plumbing,69.8,64
AquaFlow Eco Sprayer,Garden,119.05,42
SureGrip Premium Washer,Fasteners,6.01,50
IronWorks Galvanized Hammer 1/2inch,Tools,97.0,32
ToolMight Quick-Fit Dust Mask,Safety,22.6,134
SecureHold Stainless Nut 32mm,Fasteners,2.37,143
MasterCraft Premium Door Handle 12mm,Hardware,21.41,65
SureGrip Eco Exterior Paint (L),Paint & Adhesives,17.9,63
MasterCraft Stainless Safety Glasses,Safety,65.19,53
Voltix Quick-Fit Zip Ties Pack 25mm,Consumables,23.74,470
ToolMight Premium Garden Fork,Garden,18.61,16
HardPro Multi-Purpose Pruning Shears,Garden,31.81,26
ToolMight Galvanized Pipe (m),Plumbing,32.56,31
HardPro Premium Screw 16mm,Fasteners,16.36,150
SecureHold Heavy-Duty LED Bulb 300mm,Electrical,46.53,120
ProFix Stainless Circuit Breaker,Electrical,59.0,92
ProFix Quick-Fit Pipe (m),Plumbing,33.55,51
ProFix Galvanized Washer,Fasteners,14.38,53
BrightBuild Stainless Hose Reel,Garden,126.98,10
ToolMight Precision Tap Washer,Plumbing,36.36,21
ToolMight Heavy-Duty Ball Valve,Plumbing,38.8,53
AquaFlow Precision Circular Saw,Power Tools,227.64,15
HardPro Compact Garden Fork,Garden,145.44,53
BrightBuild Heavy-Duty Hinge 300mm,Hardware,48.73,82
AquaFlow Quick-Fit Interior Paint (L),Paint & Adhesives,7.11,37
ToolMight Precision Hose Connector,Plumbing,71.5,62
SecureHold Heavy-Duty Work Gloves,Safety,28.07,36
ToolMight Galvanized Impact Driver 10mm,Power Tools,357.03,4
Voltix Industrial Circuit Breaker 1/4inch,Electrical,72.04,27
HardPro Compact Hinge,Hardware,23.09,63
AquaFlow Stainless Lockset 1/4inch,Hardware,4.44,19
MasterCraft Galvanized Screw,Fasteners,15.08,80
SecureHold Precision Safety Glasses,Safety,26.15,23
IronWorks Galvanized Ear Protection 32mm,Safety,23.34,125
IronWorks Industrial Hose Connector,Plumbing,59.09,73
SureGrip Galvanized Hose Reel,Garden,111.91,41
AquaFlow Precision Sprayer,Garden,22.6,54
SecureHold Eco Circuit Breaker,Electrical,70.44,28
SureGrip Multi-Purpose Zip Ties Pack 16mm,Consumables,2.33,321
HardPro Quick-Fit Sprayer,Garden,124.92,18
IronWorks Heavy-Duty Cabinet Knob,Hardware,43.05,84
ToolMight Stainless Safety Glasses 32mm,Safety,12.9,155
HardPro Premium Impact Driver,Power Tools,248.15,15
MasterCraft Precision Zip Ties Pack,Consumables,14.27,406
SecureHold Precision Hammer,Tools,107.98,27
ProFix Industrial Dust Mask,Safety,32.77,61
MasterCraft Industrial Jigsaw 1/2inch,Power Tools,191.94,15
HardPro Quick-Fit Hinge,Hardware,11.64,17
MasterCraft Precision Bolt 1/2inch,Fasteners,1.11,74
SureGrip Industrial Ball Valve,Plumbing,93.77,49
SureGrip Galvanized Hose Reel,Garden,97.15,21
SureGrip Eco Hose Connector,Plumbing,41.9,36
MasterCraft Heavy-Duty Socket Outlet,Electrical,13.77,19
IronWorks Quick-Fit Dust Mask 1/2inch,Safety,25.36,191
IronWorks Precision Nails Pack,Consumables,4.16,251
BrightBuild Compact Garden Fork,Garden,93.45,51
IronWorks Galvanized Teflon Tape,Plumbing,65.91,26
MasterCraft Premium Safety Glasses,Safety,40.82,186
ToolMight Premium Jigsaw 16mm,Power Tools,349.6,20
Voltix Industrial Chisel 32mm,Tools,25.06,42
AquaFlow Premium Zip Ties Pack 10mm,Consumables,22.25,123
ToolMight Eco LED Bulb,Electrical,22.42,64
HardPro Galvanized Sprayer 10mm,Garden,115.99,14
HardPro Heavy-Duty Screwdriver Set 1/2inch,Tools,80.12,44
Voltix Stainless Interior Paint (L),Paint & Adhesives,77.44,23
ToolMight Premium Circular Saw,Power Tools,110.51,12
ProFix Galvanized Epoxy (ml),Paint & Adhesives,50.57,8
SecureHold Quick-Fit Door Handle,Hardware,82.56,14
HardPro Eco Silicone Sealant (ml),Paint & Adhesives,5.8,27
ProFix Heavy-Duty Switch,Electrical,76.06,11
Voltix Premium Circular Saw 16mm,Power Tools,68.44,5
MasterCraft Quick-Fit Hinge,Hardware,34.24,5
BrightBuild Quick-Fit Screw,Fasteners,15.96,189
ProFix Premium Cabinet Knob,Hardware,15.7,42
AquaFlow Heavy-Duty Handsaw,Tools,62.87,7
ToolMight Heavy-Duty Cabinet Knob,Hardware,35.34,64
MasterCraft Quick-Fit Angle Grinder,Power Tools,387.62,18
IronWorks Quick-Fit Hinge,Hardware,11.16,39
Voltix Precision Chisel,Tools,120.58,49
ProFix Galvanized Pruning Shears,Garden,30.36,45
